,index,url_title,url,title,numbers,year,yellow,inrange,include,pages
8240,8241,"https://www.loc.gov/resource/usteledirec.usteledirec08241:<title>Image 1 of Pennsylvania - White and Yellow Pages - Phillipsburg December 1977 through December 1986  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08241,"<title>Image 1 of Pennsylvania - White and Yellow Pages - Phillipsburg December 1977 through December 1986  | Library of Congress</title>
","['1', '1977', '1986']",1977.0,1,1,1,879
8242,8243,"https://www.loc.gov/resource/usteledirec.usteledirec08243:<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoeixville November 1951 through 1958 (missing)  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08243,"<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoeixville November 1951 through 1958 (missing)  | Library of Congress</title>
","['1', '1951', '1958']",1951.0,1,1,1,850
8243,8244,"https://www.loc.gov/resource/usteledirec.usteledirec08244:<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoeixville August 1959 through May 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08244,"<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoeixville August 1959 through May 1963  | Library of Congress</title>
","['1', '1959', '1963']",1959.0,1,1,1,755
8244,8245,"https://www.loc.gov/resource/usteledirec.usteledirec08245:<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoeixville may 1964 through May 1966  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08245,"<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoeixville may 1964 through May 1966  | Library of Congress</title>
","['1', '1964', '1966']",1964.0,1,1,1,780
8245,8246,"https://www.loc.gov/resource/usteledirec.usteledirec08246:<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoenixville May 1967 through May 1969  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08246,"<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoenixville May 1967 through May 1969  | Library of Congress</title>
","['1', '1967', '1969']",1967.0,1,1,1,857
8246,8247,"https://www.loc.gov/resource/usteledirec.usteledirec08247:<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoeixville May 1970 through May 1973  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08247,"<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoeixville May 1970 through May 1973  | Library of Congress</title>
","['1', '1970', '1973']",1970.0,1,1,1,918
8247,8248,"https://www.loc.gov/resource/usteledirec.usteledirec08248:<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoeixville May 1974 through July 1976  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08248,"<title>Image 1 of Pennsylvania - White and Yellow Pages - Phoeixville May 1974 through July 1976  | Library of Congress</title>
","['1', '1974', '1976']",1974.0,1,1,1,929
8264,8265,"https://www.loc.gov/resource/usteledirec.usteledirec08265:<title>Image 1 of Pennsylvania - White and Yellow Pages - December 1969  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08265,"<title>Image 1 of Pennsylvania - White and Yellow Pages - December 1969  | Library of Congress</title>
","['1', '1969']",1969.0,1,1,1,801
8273,8274,"https://www.loc.gov/resource/usteledirec.usteledirec08274:<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified August 1950 through July 1951  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08274,"<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified August 1950 through July 1951  | Library of Congress</title>
","['1', '1950', '1951']",1950.0,1,1,1,928
8274,8275,"https://www.loc.gov/resource/usteledirec.usteledirec08275:<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - July 1952  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08275,"<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - July 1952  | Library of Congress</title>
","['1', '1952']",1952.0,1,1,1,511
8275,8276,"https://www.loc.gov/resource/usteledirec.usteledirec08276:<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - July 1953  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08276,"<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - July 1953  | Library of Congress</title>
","['1', '1953']",1953.0,1,1,1,469
8276,8277,"https://www.loc.gov/resource/usteledirec.usteledirec08277:<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - July 1954 through July 1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08277,"<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - July 1954 through July 1955  | Library of Congress</title>
","['1', '1954', '1955']",1954.0,1,1,1,917
8277,8278,"https://www.loc.gov/resource/usteledirec.usteledirec08278:<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - August 1956 through August 1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08278,"<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - August 1956 through August 1957  | Library of Congress</title>
","['1', '1956', '1957']",1956.0,1,1,1,892
8278,8279,"https://www.loc.gov/resource/usteledirec.usteledirec08279:<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - August 1958 through 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08279,"<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - August 1958 through 1960  | Library of Congress</title>
","['1', '1958', '1960']",1958.0,1,1,1,874
8279,8280,"https://www.loc.gov/resource/usteledirec.usteledirec08280:<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - 1961 through 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08280,"<title>Image 1 of Pennsylvania - Yellow Pages - Pittsburgh Classified - 1961 through 1962  | Library of Congress</title>
","['1', '1961', '1962']",1961.0,1,1,1,856
8297,8298,"https://www.loc.gov/resource/usteledirec.usteledirec08298:<title>Image 1 of Pennsylvania White and Yellow Pages Pittsburgh July 1950  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08298,"<title>Image 1 of Pennsylvania White and Yellow Pages Pittsburgh July 1950  | Library of Congress</title>
","['1', '1950']",1950.0,1,1,1,701
8314,8315,"https://www.loc.gov/resource/usteledirec.usteledirec08315:<title>Image 1 of Pennsylvania White and Yellow Pages Towanda November 1957 through December 1964  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08315,"<title>Image 1 of Pennsylvania White and Yellow Pages Towanda November 1957 through December 1964  | Library of Congress</title>
","['1', '1957', '1964']",1957.0,1,1,1,857
8315,8316,"https://www.loc.gov/resource/usteledirec.usteledirec08316:<title>Image 1 of Pennsylvania White and Yellow Pages Towanda December 1965 through December 1971  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08316,"<title>Image 1 of Pennsylvania White and Yellow Pages Towanda December 1965 through December 1971  | Library of Congress</title>
","['1', '1965', '1971']",1965.0,1,1,1,906
8318,8319,"https://www.loc.gov/resource/usteledirec.usteledirec08319:<title>Image 1 of Pennsylvania White and Yellow Pages Tower City September 1969 through September 1975  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08319,"<title>Image 1 of Pennsylvania White and Yellow Pages Tower City September 1969 through September 1975  | Library of Congress</title>
","['1', '1969', '1975']",1969.0,1,1,1,965
8322,8323,"https://www.loc.gov/resource/usteledirec.usteledirec08323:<title>Image 1 of Pennsylvania White and Yellow Pages Tyrone September 1954 through August 1966  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08323,"<title>Image 1 of Pennsylvania White and Yellow Pages Tyrone September 1954 through August 1966  | Library of Congress</title>
","['1', '1954', '1966']",1954.0,1,1,1,990
8323,8324,"https://www.loc.gov/resource/usteledirec.usteledirec08324:<title>Image 1 of Pennsylvania White and Yellow Pages Tyrone August 1967 through August 197  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08324,"<title>Image 1 of Pennsylvania White and Yellow Pages Tyrone August 1967 through August 197  | Library of Congress</title>
","['1', '1967', '197']",1967.0,1,1,1,1009
8331,8332,"https://www.loc.gov/resource/usteledirec.usteledirec08332:<title>Image 1 of Pennsylvania White and Yellow Pages Vandergrift July 1955 through July 1970  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08332,"<title>Image 1 of Pennsylvania White and Yellow Pages Vandergrift July 1955 through July 1970  | Library of Congress</title>
","['1', '1955', '1970']",1955.0,1,1,1,846
8332,8333,"https://www.loc.gov/resource/usteledirec.usteledirec08333:<title>Image 1 of Pennsylvania White and Yellow Pages Vandergrift July 1971 through July 1979  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08333,"<title>Image 1 of Pennsylvania White and Yellow Pages Vandergrift July 1971 through July 1979  | Library of Congress</title>
","['1', '1971', '1979']",1971.0,1,1,1,814
8336,8337,"https://www.loc.gov/resource/usteledirec.usteledirec08337:<title>Image 1 of Pennsylvania White and Yellow Pages Warren September 1961 through 1969 (missing)  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08337,"<title>Image 1 of Pennsylvania White and Yellow Pages Warren September 1961 through 1969 (missing)  | Library of Congress</title>
","['1', '1961', '1969']",1961.0,1,1,1,881
8339,8340,"https://www.loc.gov/resource/usteledirec.usteledirec08340:<title>Image 1 of Pennsylvania White and Yellow Pages Warriors Mark January 1964 through January 1970  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08340,"<title>Image 1 of Pennsylvania White and Yellow Pages Warriors Mark January 1964 through January 1970  | Library of Congress</title>
","['1', '1964', '1970']",1964.0,1,1,1,967
8350,8351,"https://www.loc.gov/resource/usteledirec.usteledirec08351:<title>Image 1 of Pennsylvania White and Yellow Pages Waynesboro June 1975 through June 1978  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08351,"<title>Image 1 of Pennsylvania White and Yellow Pages Waynesboro June 1975 through June 1978  | Library of Congress</title>
","['1', '1975', '1978']",1975.0,1,1,1,869
8351,8352,"https://www.loc.gov/resource/usteledirec.usteledirec08352:<title>Image 1 of Pennsylvania White and Yellow Pages Waynesboro July 1956 through June 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08352,"<title>Image 1 of Pennsylvania White and Yellow Pages Waynesboro July 1956 through June 1963  | Library of Congress</title>
","['1', '1956', '1963']",1956.0,1,1,1,793
8354,8355,"https://www.loc.gov/resource/usteledirec.usteledirec08355:<title>Image 1 of Pennsylvania White and Yellow Pages Waynesburg June 1952 through June 1966  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08355,"<title>Image 1 of Pennsylvania White and Yellow Pages Waynesburg June 1952 through June 1966  | Library of Congress</title>
","['1', '1952', '1966']",1952.0,1,1,1,909
8361,8362,"https://www.loc.gov/resource/usteledirec.usteledirec08362:<title>Image 1 of Pennsylvania White and Yellow Pages Williamsport February 1954 through 1961 (missing)  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08362,"<title>Image 1 of Pennsylvania White and Yellow Pages Williamsport February 1954 through 1961 (missing)  | Library of Congress</title>
","['1', '1954', '1961']",1954.0,1,1,1,826
8365,8366,"https://www.loc.gov/resource/usteledirec.usteledirec08366:<title>Image 1 of Pennsylvania White and Yellow Pages West Chester May 1969 through 1972 (missing)  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08366,"<title>Image 1 of Pennsylvania White and Yellow Pages West Chester May 1969 through 1972 (missing)  | Library of Congress</title>
","['1', '1969', '1972']",1969.0,1,1,1,876
8371,8372,"https://www.loc.gov/resource/usteledirec.usteledirec08372:<title>Image 1 of Pennsylvania White and Yellow Pages West Chester June 1985 through June 1986  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08372,"<title>Image 1 of Pennsylvania White and Yellow Pages West Chester June 1985 through June 1986  | Library of Congress</title>
","['1', '1985', '1986']",1985.0,1,1,1,909
8378,8379,"https://www.loc.gov/resource/usteledirec.usteledirec08379:<title>Image 1 of Pennsylvania Yellow Pages Pittsburgh Classified July 1980 through 1984 (missing)  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08379,"<title>Image 1 of Pennsylvania Yellow Pages Pittsburgh Classified July 1980 through 1984 (missing)  | Library of Congress</title>
","['1', '1980', '1984']",1980.0,1,1,1,681
8379,8380,"https://www.loc.gov/resource/usteledirec.usteledirec08380:<title>Image 1 of Pennsylvania Yellow Pages Pittsburgh Classified November 1985  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08380,"<title>Image 1 of Pennsylvania Yellow Pages Pittsburgh Classified November 1985  | Library of Congress</title>
","['1', '1985']",1985.0,1,1,1,492
8380,8381,"https://www.loc.gov/resource/usteledirec.usteledirec08381:<title>Image 1 of Pennsylvania Yellow Pages Pittsburgh November 1986  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08381,"<title>Image 1 of Pennsylvania Yellow Pages Pittsburgh November 1986  | Library of Congress</title>
","['1', '1986']",1986.0,1,1,1,544
8383,8384,"https://www.loc.gov/resource/usteledirec.usteledirec08384:<title>Image 1 of Pennsylvania White and Yellow Pages North Pittsburgh August 1957 through August 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08384,"<title>Image 1 of Pennsylvania White and Yellow Pages North Pittsburgh August 1957 through August 1962  | Library of Congress</title>
","['1', '1957', '1962']",1957.0,1,1,1,557
8384,8385,"https://www.loc.gov/resource/usteledirec.usteledirec08385:<title>Image 1 of Pennsylvania White and Yellow Pages North Pittsburgh August 1963 through August 1972  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec08385,"<title>Image 1 of Pennsylvania White and Yellow Pages North Pittsburgh August 1963 through August 1972  | Library of Congress</title>
","['1', '1963', '1972']",1963.0,1,1,1,911
